;price;bedrooms;bathrooms;sqft_living;floors;waterfront;condition;grade;sqft_above;sqft_basement;yr_built;lat;long
6956;280500,0;4;2,5;1890;2,0;0;3;8;1890;0;1997;47,3328;-122,187
6957;210500,0;2;1,75;2040;1,0;0;4;6;1430;610;1985;47,2755;-122,308
6958;196500,0;3;2,0;1310;1,0;0;4;7;1310;0;1979;47,303;-122,383
6959;1395000,0;5;3,5;4010;2,0;0;5;9;2850;1160;1971;47,6578;-122,286
6960;475000,0;3;1,75;1780;1,0;0;2;7;1210;570;1977;47,7275;-122,219
6961;550000,0;3;2,5;1980;2,0;0;4;8;1980;0;1987;47,6366;-122,029
6962;1580000,0;3;3,25;3690;2,0;0;3;11;3690;0;2007;47,6815;-122,2
6963;240000,0;3;1,75;1540;1,0;0;3;7;1200;340;1991;47,1938;-121,981
6964;272000,0;3;1,0;1130;1,5;0;3;6;1130;0;1934;47,4935;-122,306
6965;408506,0;3;2,75;2480;1,5;0;3;8;1870;610;2000;47,3085;-121,888
6966;640000,0;3;2,5;2580;2,0;0;3;9;2580;0;1991;47,5577;-122,396
6967;316000,0;4;2,5;2010;2,0;0;3;8;2010;0;1995;47,2588;-122,21
6968;299000,0;4;2,0;2320;1,0;0;3;7;1720;600;1943;47,5246;-122,325
6969;447500,0;2;2,25;1180;2,0;0;3;7;1180;0;2004;47,6032;-122,31
6970;736500,0;4;2,5;3180;2,0;0;3;9;3180;0;2000;47,515;-122,117
6971;665000,0;4;2,0;2970;2,0;0;3;8;2970;0;1924;47,7333;-122,128
6972;707000,0;5;2,5;3050;1,0;0;4;8;1590;1460;1975;47,5596;-122,142
6973;215000,0;4;1,75;1630;1,0;0;3;7;1630;0;1959;47,3948;-122,201
6974;275000,0;3;2,25;1620;2,0;0;4;7;1620;0;1989;47,3577;-122,038
6975;648000,0;4;2,25;2170;2,0;0;4;8;2170;0;1983;47,5634;-122,128
6976;415000,0;4;2,5;2150;2,0;0;3;8;2150;0;1987;47,511;-122,153
6977;690000,0;3;2,0;1770;3,0;0;3;8;1770;0;1999;47,6102;-122,314
6978;320000,0;4;2,75;2110;1,0;0;4;7;1290;820;1979;47,4513;-122,16
6979;750000,0;3;1,75;1590;1,0;0;4;8;1590;0;1956;47,5855;-122,194
6980;355000,0;3;2,25;1370;3,0;0;3;8;1370;0;2005;47,6982;-122,347
6981;246000,0;3;1,75;1390;1,0;0;4;7;1390;0;1975;47,4183;-122,182
6982;1155000,0;3;1,75;1640;1,0;0;4;8;1640;0;1968;47,5873;-122,205
6983;744000,0;3;2,5;2670;2,0;0;3;8;2670;0;1986;47,6677;-122,15
6984;1210000,0;3;3,75;5400;2,0;0;3;11;5400;0;1997;47,6426;-121,955
6985;217000,0;3;2,0;1690;1,0;0;3;7;1210;480;1977;47,3021;-122,375
6986;583000,0;3;2,5;2600;2,0;0;3;8;2600;0;1998;47,5175;-122,205
6987;515000,0;2;1,5;1400;1,0;0;4;7;1150;250;1904;47,6681;-122,362
6988;594000,0;4;1,75;2140;1,0;0;4;8;1410;730;1965;47,622;-122,139
6989;303100,0;3;1,5;1640;1,0;0;3;8;1640;0;1952;47,509;-122,251
6990;430000,0;3;1,75;1720;1,0;0;4;7;1020;700;1970;47,579;-122,051
6991;708000,0;5;3,25;3060;2,0;0;3;8;3060;0;2004;47,7212;-122,222
6992;221000,0;3;1,0;1150;1,0;0;3;7;1150;0;1959;47,7344;-122,333
6993;325000,0;3;2,5;2000;2,0;0;3;8;2000;0;1998;47,3499;-122,302
6994;1295650,0;0;0,0;4810;2,0;0;3;12;4810;0;1990;47,6642;-122,069
6995;385000,0;3;1,75;1560;1,0;0;4;6;780;780;1944;47,719;-122,307
6996;359500,0;3;2,5;2070;2,0;0;3;8;2070;0;2013;47,3545;-122,056
6997;433000,0;3;2,0;1920;1,0;0;3;7;1300;620;1984;47,7703;-122,265
6998;525000,0;2;1,0;1000;1,0;0;3;7;800;200;1948;47,5671;-122,394
6999;356200,0;3;2,0;1690;1,0;0;5;7;940;750;1928;47,5102;-122,241
7000;595000,0;4;2,0;3090;1,0;0;4;7;1590;1500;1974;47,7275;-122,122
7001;560000,0;4;1,5;1790;1,0;0;4;7;1020;770;1923;47,6489;-122,337
7002;2175000,0;4;3,0;4750;1,5;0;5;11;4750;0;1976;47,6454;-122,218
7003;513000,0;4;2,0;2090;1,0;0;3;7;1480;610;1951;47,6751;-122,379
7004;365000,0;2;1,0;680;1,0;0;4;5;680;0;1901;47,6767;-122,388
7005;368000,0;4;1,75;2100;1,0;0;3;7;1030;1070;1964;47,55;-122,356
7006;870000,0;4;2,75;2840;1,5;0;5;8;1960;880;1912;47,5846;-122,291
7007;225000,0;3;2,25;1470;1,0;0;3;7;1160;310;1984;47,2884;-122,365
7008;1387000,0;4;4,5;4490;2,0;0;3;11;3800;690;1998;47,5544;-122,147
7009;177000,0;3;1,75;1150;1,0;0;4;7;1150;0;1983;47,3766;-122,18
7010;465000,0;3;1,5;1460;1,0;0;3;7;1460;0;1956;47,6346;-122,127
7011;750000,0;4;2,75;3150;1,0;0;3;8;1810;1340;1976;47,5424;-122,381
7012;149000,0;3;1,0;1090;1,0;0;3;6;1090;0;1969;47,3162;-122,183
7013;605000,0;3;2,5;2670;2,0;0;3;9;2670;0;1981;47,7443;-122,114
7014;725000,0;3;2,0;2110;1,5;0;4;7;1990;120;1927;47,6645;-122,342
7015;413900,0;4;2,25;1770;2,0;0;3;7;1770;0;2007;47,5137;-122,189
7016;199950,0;3;1,5;1510;1,0;0;3;6;1510;0;1938;47,4821;-122,331
7017;400000,0;1;1,0;530;1,0;0;4;6;530;0;1949;47,6422;-121,954
7018;870000,0;3;1,5;2420;2,0;0;4;8;2200;220;1925;47,6744;-122,353
7019;292000,0;5;2,5;2490;1,0;0;4;7;1490;1000;1989;47,4022;-122,171
7020;225000,0;3;1,0;990;1,0;0;4;7;990;0;1966;47,4557;-122,181
7021;466750,0;4;2,0;1730;2,0;0;3;8;1730;0;1957;47,7181;-122,316
7022;330000,0;2;1,5;1440;1,0;0;4;8;1440;0;1978;47,2909;-122,219
7023;770000,0;7;2,25;3260;2,0;0;5;8;3260;0;1967;47,6336;-122,115
7024;802500,0;4;2,25;1950;1,0;0;3;8;1450;500;1957;47,5426;-122,262
7025;378800,0;5;2,5;2740;2,0;0;3;8;2740;0;2005;47,4036;-122,205
7026;795000,0;3;2,75;2940;2,0;0;3;10;2940;0;1997;47,5879;-121,973
7027;460000,0;3;2,0;1200;1,0;0;3;7;1200;0;1955;47,6986;-122,286
7028;567000,0;3;2,5;2070;2,0;0;3;8;2070;0;1986;47,5665;-122,023
7029;209950,0;3;1,75;1570;1,0;0;3;7;1570;0;1981;47,3207;-122,362
7030;415000,0;2;1,0;1050;1,0;0;4;7;1050;0;1943;47,3226;-122,287
7031;424500,0;4;1,5;1830;1,0;0;3;7;1080;750;1967;47,7494;-122,236
7032;261000,0;2;1,0;970;1,0;0;3;6;970;0;1941;47,5102;-122,33
7033;365000,0;3;2,5;2200;2,0;0;3;8;2200;0;1987;47,4197;-122,205
7034;631000,0;4;2,0;1930;1,5;0;4;7;1930;0;1911;47,6156;-122,299
7035;3800000,0;5;5,5;7050;1,0;0;4;13;4320;2730;1978;47,6229;-122,22
7036;584000,0;3;2,5;1790;2,0;0;3;8;1790;0;1992;47,6894;-122,391
7037;310000,0;3;1,75;1560;1,0;0;3;7;1560;0;1974;47,3674;-122,503
7038;717000,0;4;2,5;2780;2,0;0;4;10;2780;0;1992;47,5608;-122,016
7039;667000,0;3;1,5;1720;2,0;0;3;8;1720;0;1907;47,6746;-122,4
7040;190000,0;3;1,0;1640;1,0;0;3;6;1040;600;1939;47,482;-122,34
7041;430000,0;3;2,0;1730;1,0;0;3;8;1370;360;1978;47,5202;-122,047
7042;213000,0;2;1,0;740;1,0;0;4;6;740;0;1951;47,4481;-122,278
7043;475000,0;3;2,5;2280;1,0;0;3;8;1550;730;1990;47,735;-122,159
7044;649000,0;2;2,75;2090;2,0;0;4;8;2090;0;1988;47,4145;-122,44
7045;715000,0;3;2,5;2550;2,0;0;3;9;2550;0;1990;47,5586;-122,121
7046;845000,0;4;3,5;3350;1,0;0;3;11;2460;890;1992;47,5796;-121,998
7047;390000,0;3;2,5;2770;1,0;0;3;7;1900;870;1980;47,3685;-122,048
7048;390000,0;4;3,0;2860;1,0;0;3;7;1730;1130;1983;47,5427;-122,302
7049;328000,0;4;1,75;1990;1,0;0;4;8;1400;590;1978;47,4417;-122,135
7050;239999,0;3;2,75;1740;1,0;0;3;7;1140;600;1967;47,3456;-122,305
7051;225000,0;3;2,0;1460;1,0;0;3;7;1460;0;1968;47,3467;-122,306
7052;920000,0;3;1,75;3670;1,0;0;4;9;1950;1720;1979;47,5604;-122,133
7053;940000,0;4;2,75;3270;2,0;0;3;10;3270;0;1995;47,6539;-122,121
7054;465000,0;3;1,0;1210;1,0;0;4;6;1210;0;1949;47,5551;-122,273
7055;241000,0;3;2,0;1770;1,0;0;3;7;1770;0;1986;47,3321;-122,261
7056;307550,0;4;2,5;1980;2,0;0;3;8;1980;0;2003;47,3913;-122,185
7057;490000,0;4;2,5;2650;1,0;0;4;8;1610;1040;1976;47,7684;-122,254
7058;647000,0;4;2,5;3040;2,0;0;3;8;3040;0;1999;47,6073;-122,015
7059;780000,0;4;2,75;3640;1,5;0;3;10;3640;0;1999;47,5078;-122,018
7060;517500,0;3;2,5;1810;2,0;0;3;8;1810;0;1992;47,5776;-121,996
7061;295000,0;3;2,0;1380;1,0;0;4;7;1380;0;1966;47,4238;-122,322
7062;560000,0;4;1,5;1810;2,0;0;3;8;1810;0;1926;47,6264;-122,302
7063;319450,0;5;2,0;2250;1,5;0;5;7;1750;500;1930;47,3065;-122,219
7064;1500000,0;4;3,25;3860;2,0;0;3;9;2870;990;2005;47,6855;-122,269
7065;340000,0;4;3,0;2380;1,0;0;3;8;1500;880;1999;47,3046;-122,392
7066;249950,0;3;1,0;1370;1,0;0;4;6;1370;0;1958;47,4576;-122,182
7067;499950,0;3;1,0;1830;1,5;0;3;7;1430;400;1926;47,6619;-122,351
7068;1038000,0;4;1,75;1440;1,0;0;4;8;1440;0;1967;47,634;-122,204
7069;750000,0;4;2,5;2510;1,0;0;4;9;1540;970;1977;47,6287;-122,089
7070;875000,0;4;2,5;3230;2,0;0;3;9;3230;0;2006;47,6544;-121,998
7071;678000,0;3;1,75;1670;1,0;0;5;8;1670;0;1967;47,6344;-122,116
7072;360000,0;2;1,0;780;1,0;0;3;6;780;0;1920;47,5381;-122,267
7073;354900,0;3;1,0;1720;1,0;0;4;7;1720;0;1971;47,4772;-122,153
7074;632000,0;5;2,5;2260;1,0;0;3;8;1520;740;1967;47,5982;-122,128
7075;350000,0;3;1,75;1480;1,0;0;4;7;1480;0;1957;47,5076;-122,366
7076;990000,0;3;4,0;2550;2,0;0;3;8;2050;500;1940;47,6415;-122,392
7077;1650000,0;4;3,25;3920;3,0;0;3;11;3920;0;2002;47,5385;-121,896
7078;481000,0;4;2,5;2286;2,0;0;3;8;2286;0;2002;47,5174;-122,194
7079;485000,0;3;2,5;1500;1,0;0;5;7;900;600;1920;47,5499;-122,394
7080;477000,0;3;2,5;1740;2,0;0;3;8;1740;0;1992;47,5772;-121,998
7081;560000,0;5;2,5;2880;1,0;0;5;8;1440;1440;1966;47,5456;-122,179
7082;600000,0;6;3,0;2600;1,0;0;4;8;1340;1260;1963;47,6198;-122,105
7083;622500,0;5;2,75;3320;2,0;0;4;8;2190;1130;1975;47,7498;-122,146
7084;410000,0;2;2,25;1660;2,0;0;4;8;1660;0;1974;47,7528;-122,252
7085;318200,0;3;2,5;1990;2,0;0;3;7;1990;0;2010;47,3531;-122,017
7086;289000,0;3;2,0;1680;1,0;0;3;7;1680;0;1993;47,1969;-122,011
7087;263000,0;3;1,75;1570;2,0;0;3;7;1570;0;1982;47,3876;-122,216
7088;240000,0;3;1,0;1150;1,0;0;4;6;1150;0;1957;47,5321;-122,029
7089;281500,0;3;1,0;1270;1,0;0;3;7;1270;0;1953;47,4921;-122,339
7090;587206,0;3;3,5;1890;2,0;0;3;8;1640;250;1999;47,6592;-122,349
7091;482000,0;2;2,25;1350;2,0;0;3;7;1180;170;2000;47,6399;-122,32
7092;485000,0;3;1,75;1650;1,0;0;3;8;1650;0;1967;47,631;-122,098
7093;309000,0;3;2,5;1450;2,0;0;3;7;1450;0;1990;47,672;-121,864
7094;221000,0;3;2,25;1640;1,0;0;3;7;1140;500;1984;47,2625;-122,3
7095;700000,0;3;2,5;2030;2,0;0;4;9;2030;0;1975;47,6272;-122,095
7096;411500,0;5;3,0;2420;1,0;0;5;7;1360;1060;1929;47,536;-122,358
7097;285000,0;4;3,5;2770;2,0;0;3;8;2770;0;1940;47,7412;-122,355
7098;395000,0;4;3,0;1980;1,0;0;4;7;1160;820;1983;47,7513;-122,334
7099;237950,0;2;1,75;1460;1,0;0;4;7;1460;0;1987;47,3665;-122,092
7100;680000,0;3;2,5;1610;1,0;0;4;7;1160;450;1981;47,6818;-122,189
7101;199950,0;2;1,0;1010;1,0;0;3;6;1010;0;1961;47,3286;-122,336
7102;765000,0;4;3,5;2760;2,0;0;3;8;2000;760;1926;47,5687;-122,374
7103;515000,0;2;1,0;1060;1,0;0;3;7;1060;0;1926;47,6896;-122,331
7104;470000,0;3;1,5;1510;1,0;0;4;7;1510;0;1956;47,5865;-122,135
7105;330000,0;2;1,0;880;1,0;0;3;6;780;100;1937;47,6931;-122,379
7106;284000,0;3;2,5;2150;1,0;0;3;8;1550;600;1968;47,4578;-122,274
7107;295000,0;3;2,5;1660;1,0;0;3;7;1150;510;1999;47,4373;-122,333
7108;555000,0;4;2,5;2160;1,0;0;4;8;1440;720;1981;47,6333;-122,034
7109;350000,0;3;1,0;1370;1,5;0;3;6;1370;0;1949;47,7263;-122,289
7110;240000,0;3;2,25;1460;1,0;0;3;7;1140;320;1986;47,3113;-122,358
7111;419900,0;3;1,5;1450;1,0;0;3;7;1450;0;1955;47,5983;-122,15
7112;528000,0;3;2,0;1560;1,0;0;3;7;1560;0;1924;47,5407;-122,379
7113;481000,0;4;2,5;2480;1,0;0;4;8;1240;1240;1963;47,7612;-122,229
7114;304700,0;2;1,0;740;1,0;0;4;7;740;0;1949;47,7291;-122,337
7115;715000,0;4;2,5;2927;2,0;0;3;10;2927;0;1998;47,5948;-121,983
7116;738950,0;4;2,75;2260;1,0;0;4;8;2260;0;1956;47,6342;-122,171
7117;215000,0;3;1,5;1240;1,0;0;4;7;1240;0;1966;47,3727;-122,162
7118;300000,0;6;2,0;2040;1,0;0;4;5;2040;0;1943;47,4919;-122,181
7119;346000,0;3;1,75;1270;1,0;0;3;6;880;390;1950;47,4828;-122,344
7120;473000,0;4;3,5;4370;2,0;0;3;8;2780;1590;1996;47,241;-121,979
7121;500000,0;3;1,75;1700;1,0;0;3;7;1700;0;1952;47,5807;-122,397
7122;750000,0;2;1,5;1300;1,0;0;3;7;1300;0;1943;47,6134;-122,308
7123;519900,0;4;2,0;1820;1,0;0;4;8;1820;0;1967;47,6288;-122,098
7124;378500,0;2;1,0;880;1,0;0;4;7;880;0;1949;47,7262;-122,285
7125;314500,0;3;1,75;1870;1,0;0;4;8;1870;0;1957;47,3358;-122,32
7126;499950,0;3;1,5;1350;1,0;0;3;7;1350;0;1968;47,6587;-122,124
7127;1735000,0;5;3,5;4870;2,5;0;5;10;3650;1220;1929;47,5832;-122,29
7128;630000,0;3;2,5;2460;2,0;0;3;9;2460;0;1999;47,7602;-122,022
7129;360000,0;4;1,5;1720;1,0;0;3;7;1720;0;1953;47,7268;-122,311
7130;460000,0;2;1,5;2730;1,0;0;4;8;1570;1160;1976;47,7698;-121,898
7131;361000,0;3;1,0;1100;1,5;0;4;6;1100;0;1922;47,344;-122,331
7132;713400,0;3;2,25;1810;1,0;0;4;8;1810;0;1959;47,5505;-122,221
7133;445000,0;2;1,0;930;1,0;0;5;6;930;0;1918;47,6783;-122,298
7134;305000,0;4;1,5;1590;1,0;0;4;7;1590;0;1966;47,2558;-122,024
7135;1430000,0;3;2,75;2710;1,5;0;3;9;1480;1230;1975;47,7039;-122,385
7136;222000,0;3;1,0;1460;1,0;0;4;6;1460;0;1962;47,3086;-122,365
7137;510000,0;5;3,25;3400;2,0;0;3;8;2740;660;2005;47,5385;-121,88
7138;500000,0;5;3,0;2920;2,0;0;3;8;2920;0;2003;47,7607;-122,354
7139;605000,0;2;1,0;910;1,0;0;4;7;910;0;1909;47,6341;-122,361
7140;393000,0;3;2,0;1320;2,0;0;3;8;1320;0;1981;47,6203;-122,037
7141;725000,0;4;2,5;2490;2,0;0;4;9;2490;0;2000;47,6836;-122,162
7142;320000,0;3;1,75;2220;1,0;0;3;7;1270;950;1950;47,7762;-122,27
7143;210000,0;4;1,5;1130;1,0;0;4;7;1130;0;1970;47,2986;-122,377
7144;419900,0;4;2,5;2750;2,0;0;3;9;2750;0;2005;47,3595;-122,038
7145;410000,0;4;2,5;2240;2,0;0;3;7;2240;0;2006;47,4868;-122,159
7146;721000,0;3;2,25;2680;1,0;0;3;8;1540;1140;1963;47,561;-122,398
7147;605000,0;2;2,0;1270;1,5;0;4;8;1270;0;1921;47,6121;-122,294
7148;738000,0;3;1,75;1520;1,5;0;5;7;1520;0;1936;47,5839;-122,383
7149;725000,0;6;3,0;2480;2,0;0;3;8;2480;0;1972;47,6131;-122,145
7150;255000,0;2;1,0;960;1,0;0;3;7;960;0;1977;47,4485;-121,774
7151;303000,0;3;2,25;1340;3,0;0;3;8;1340;0;2009;47,7325;-122,343
7152;394950,0;3;2,5;1090;1,0;0;4;7;1090;0;1957;47,607;-122,12
7153;530000,0;4;3,0;2240;2,0;0;5;7;1830;410;1949;47,5598;-122,27
7154;475000,0;4;2,5;3740;1,0;0;3;10;2260;1480;2004;47,4587;-122,117
7155;250000,0;4;2,5;1800;2,0;0;3;7;1800;0;1998;47,3611;-122,047
7156;180000,0;3;1,0;780;1,0;0;2;6;780;0;1920;47,565;-122,291
7157;443500,0;2;1,0;1330;1,0;0;4;7;930;400;1919;47,6802;-122,306
7158;390000,0;4;2,0;1900;1,0;0;3;8;1900;0;2004;47,3491;-122,113
7159;430000,0;4;1,75;1570;1,0;0;3;7;1100;470;1975;47,6801;-122,106
7160;460000,0;5;4,5;3100;2,0;0;3;8;3100;0;1963;47,5004;-122,162
7161;660000,0;3;3,5;2740;2,0;0;3;9;2190;550;2001;47,7195;-122,182
7162;515000,0;3;1,75;1570;1,0;0;3;8;1200;370;1974;47,6389;-122,102
7163;482500,0;3;2,0;1330;1,0;0;4;7;1330;0;1954;47,7181;-122,308
7164;305000,0;2;1,5;1140;2,0;0;3;7;1140;0;1988;47,5707;-122,018
7165;835000,0;4;2,75;1550;1,5;0;3;9;1550;0;1930;47,6596;-122,28
7166;237000,0;3;2,0;1290;1,0;0;3;7;1290;0;1998;47,3867;-122,19
7167;445000,0;2;1,5;1510;2,0;0;4;8;1510;0;1985;47,6211;-122,153
7168;710000,0;4;2,5;2720;1,0;0;4;7;1360;1360;1955;47,5237;-122,391
7169;180000,0;3;1,0;840;1,0;0;4;5;840;0;1945;47,3948;-122,028
7170;280017,0;3;2,5;1850;2,0;0;3;8;1850;0;1996;47,2091;-122,009
7171;436500,0;4;2,5;2290;2,0;0;4;8;2290;0;1988;47,4314;-122,164
7172;1255000,0;4;2,5;3200;2,0;0;3;9;3200;0;2006;47,666;-122,276
7173;420000,0;3;2,25;1800;1,0;0;4;7;1300;500;1959;47,7393;-122,244
7174;205000,0;3;1,0;860;1,0;0;3;6;860;0;1944;47,4947;-122,237
7175;570000,0;3;1,5;1980;1,0;0;4;7;1680;300;1946;47,3402;-122,046
7176;565000,0;4;1,75;2140;1,0;0;4;7;1070;1070;1948;47,7042;-122,37
7177;287000,0;2;2,5;2410;1,0;0;3;7;1550;860;1978;47,3078;-122,374
7178;260000,0;4;1,75;1650;1,0;0;3;7;1010;640;1977;47,7721;-122,206
7179;470000,0;4;1,75;1650;1,0;0;3;7;1010;640;1977;47,7721;-122,206
7180;700000,0;3;2,5;2410;2,0;0;4;10;2410;0;1989;47,6911;-122,103
7181;249000,0;3;1,75;1520;1,0;0;3;8;1520;0;1985;47,2646;-122,219
7182;568000,0;3;1,75;2050;1,0;0;4;7;1070;980;1977;47,5536;-122,399
7183;500000,0;4;1,0;1720;1,5;0;4;7;1720;0;1904;47,6719;-122,396
7184;358000,0;5;2,5;2390;1,0;0;4;7;1270;1120;1980;47,4639;-122,17
7185;225000,0;3;2,5;1680;2,0;0;3;8;1680;0;1994;47,3293;-122,17
7186;275500,0;3;1,0;1060;1,0;0;4;6;1060;0;1981;47,4936;-122,165
7187;495000,0;3;2,5;1860;2,0;0;3;8;1860;0;2001;47,719;-122,182
7188;758800,0;5;2,25;1750;1,0;0;3;8;960;790;1940;47,6589;-122,276
7189;280000,0;3;1,75;1480;1,0;0;4;7;1480;0;1985;47,3624;-122,079
7190;380500,0;3;2,5;1900;2,0;0;3;8;1900;0;1994;47,4324;-122,191
7191;3200000,0;7;4,5;6210;2,5;0;5;11;4760;1450;1910;47,6307;-122,354
7192;260000,0;3;1,75;1440;1,0;0;3;7;1090;350;1958;47,471;-122,262
7193;630000,0;4;2,5;1910;3,0;0;3;8;1910;0;2014;47,6747;-122,393
7194;875000,0;3;2,0;2010;1,0;0;5;7;1210;800;1915;47,6638;-122,329
7195;457500,0;3;1,0;960;1,5;0;4;6;960;0;1927;47,5553;-122,286
7196;900000,0;2;1,0;1240;1,0;0;3;7;1240;0;1954;47,6461;-122,317
7197;235000,0;2;2,0;870;1,0;0;4;6;740;130;1954;47,5354;-122,278
7198;410000,0;3;2,0;1400;2,0;0;4;8;1400;0;1981;47,3624;-122,455
7199;355000,0;3;3,0;1850;1,0;0;3;7;1230;620;1981;47,7717;-122,25
7200;1300000,0;4;4,0;4270;2,0;0;3;10;3180;1090;2004;47,5443;-121,994
7201;467500,0;3;1,75;2260;1,0;0;3;7;1130;1130;1948;47,7129;-122,304
7202;500000,0;4;4,5;2690;1,5;0;5;7;2690;0;1949;47,7062;-122,311
7203;995000,0;4;3,5;2780;2,0;0;5;10;2530;250;1978;47,454;-122,373
7204;277000,0;3;1,0;1140;1,0;0;3;7;1140;0;1956;47,7464;-122,317
7205;630000,0;4;2,25;2900;2,0;0;3;7;1990;910;1947;47,7037;-122,308
7206;628000,0;5;2,75;2830;1,0;0;4;7;1710;1120;1960;47,5828;-122,118
7207;655000,0;5;2,5;2560;2,0;0;3;8;2560;0;1995;47,7125;-121,915
7208;170000,0;2;1,0;1240;1,0;0;3;7;940;300;1950;47,4862;-122,326
7209;352500,0;4;2,5;2100;1,0;0;4;8;2100;0;1967;47,3338;-122,337
7210;615000,0;4;2,75;3120;2,0;0;3;9;3120;0;1997;47,3431;-122,03
7211;165000,0;3;1,0;970;1,0;0;3;7;970;0;1965;47,4836;-122,332
7212;243500,0;4;2,5;2300;2,0;0;4;7;2300;0;1966;47,3683;-122,164
7213;304000,0;2;1,5;950;2,0;0;3;7;850;100;2003;47,6005;-122,306
7214;369000,0;3;1,5;2110;1,0;0;3;7;1210;900;1959;47,5283;-122,286
7215;779950,0;4;2,75;2990;2,0;0;3;9;2990;0;2014;47,7101;-122,108
7216;605000,0;4;2,25;2940;1,0;0;5;7;1520;1420;1961;47,7422;-122,245
7217;292500,0;4;2,5;1860;2,0;0;3;8;1860;0;1994;47,3289;-122,17
7218;500007,0;2;1,75;1820;1,0;0;3;7;910;910;1950;47,6928;-122,323
7219;449999,0;4;2,5;1950;2,0;0;3;8;1950;0;2000;47,5042;-122,193
7220;355000,0;4;2,5;1890;2,0;0;3;8;1890;0;1996;47,3788;-122,031
7221;258000,0;4;3,0;2710;1,0;0;4;7;1710;1000;1967;47,3789;-122,213
7222;380000,0;4;2,25;2150;1,0;0;3;7;1090;1060;1963;47,7627;-122,245
7223;650000,0;4;3,0;3720;1,0;0;3;9;1880;1840;2003;47,6469;-121,897
7224;456500,0;4;2,5;2580;2,0;0;3;9;2580;0;2003;47,3658;-122,04
7225;259950,0;4;2,0;1540;1,5;0;5;7;1540;0;1948;47,2056;-121,999
7226;123000,0;2;1,0;1050;1,5;0;3;6;1050;0;1964;47,4828;-122,324
7227;520000,0;3;2,25;1210;3,0;0;3;8;1210;0;2014;47,6722;-122,384
7228;506000,0;4;2,25;2040;1,0;0;4;7;1300;740;1963;47,7362;-122,241
7229;425000,0;3;1,0;980;1,5;0;3;7;980;0;1926;47,5663;-122,274
7230;438000,0;5;2,5;1990;2,0;0;4;7;1990;0;1974;47,7162;-122,166
7231;1490000,0;4;2,5;2420;1,0;0;4;9;2420;0;1967;47,6214;-122,227
7232;375000,0;4;2,0;1240;1,0;0;3;7;1040;200;1908;47,6076;-122,298
7233;337500,0;3;2,25;1530;1,0;0;4;7;1240;290;1968;47,462;-122,188
7234;300000,0;4;2,25;2080;1,0;0;3;7;1450;630;1968;47,4349;-122,17
7235;627000,0;5;3,25;3570;2,0;0;3;7;3570;0;2005;47,5933;-122,007
7236;1400000,0;5;4,25;4230;2,0;0;3;10;3450;780;2008;47,6866;-122,205
7237;674725,0;4;2,5;2700;2,0;0;3;9;2700;0;1988;47,5685;-122,012
7238;325000,0;3;2,75;2200;1,0;0;4;7;1280;920;1977;47,4574;-122,169
7239;230000,0;5;2,0;1210;2,0;0;3;7;1210;0;1982;47,2848;-122,361
7240;485000,0;5;1,75;2140;1,0;0;4;7;1220;920;1962;47,5516;-122,085
7241;315000,0;4;2,5;2740;1,5;0;3;8;2740;0;1993;47,1947;-122,008
7242;560000,0;3;2,75;1370;3,0;0;3;8;1370;0;2003;47,67;-122,392
7243;444000,0;4;3,0;2800;2,0;0;3;8;2800;0;2002;47,3538;-122,013
7244;325000,0;3;1,5;1060;1,0;0;5;7;1060;0;1977;47,5549;-122,356
7245;118125,0;2;1,0;790;1,0;0;4;6;790;0;1944;47,4869;-122,324
7246;212000,0;2;1,0;790;1,0;0;4;6;790;0;1944;47,4869;-122,324
7247;428900,0;4;2,5;2820;2,0;0;3;9;2820;0;2006;47,3591;-122,038
7248;510000,0;3;2,0;1850;1,0;0;3;7;1850;0;1968;47,7671;-122,225
7249;416000,0;3;1,5;1110;1,0;0;4;7;1110;0;1963;47,676;-122,15
7250;950000,0;4;3,0;3230;2,0;0;3;9;3230;0;1999;47,4141;-122,47
7251;204000,0;3;1,5;1460;1,0;0;4;7;980;480;1980;47,3954;-122,191
7252;7700000,0;6;8,0;12050;2,5;0;4;13;8570;3480;1910;47,6298;-122,323
7253;878000,0;4;2,5;3480;2,0;0;3;11;3480;0;1995;47,5504;-122,097
7254;1045000,0;4;3,0;3560;3,0;0;3;9;2970;590;1996;47,6265;-122,3
7255;350000,0;2;1,0;840;1,0;0;3;6;840;0;1952;47,5354;-122,28
7256;659500,0;3;1,75;1820;1,0;0;4;8;1620;200;1957;47,6737;-122,283
7257;395000,0;3;2,5;1630;1,0;0;3;7;1120;510;1988;47,7454;-122,103
7258;308950,0;4;2,5;1920;2,0;0;4;7;1920;0;1994;47,1932;-122,008
7259;410000,0;3;2,0;1750;1,0;0;3;7;1750;0;1955;47,7329;-122,343
7260;710000,0;4;3,0;2750;1,0;0;5;8;1630;1120;1966;47,7134;-122,361
7261;175000,0;1;1,0;620;1,0;0;4;5;620;0;1976;47,4095;-122,29
7262;508800,0;3;2,0;1720;1,0;0;4;8;1140;580;1981;47,6231;-122,043
7263;606400,0;3;3,0;1800;1,5;0;3;8;1500;300;1929;47,6475;-122,371
7264;245100,0;3;1,75;1300;1,0;0;3;7;1300;0;1996;47,3162;-122,194
7265;540000,0;3;2,5;1970;1,0;0;3;7;1320;650;1981;47,5031;-122,372
