,price,bedrooms,bathrooms,sqft_living,floors,waterfront,condition,grade,sqft_above,sqft_basement,yr_built
1470,0,3,1.75,1050,1.0,0,3,7,1050,0,1980
1471,1,5,3.0,3340,1.0,0,3,9,2120,1220,1964
1472,1,4,2.0,1540,1.0,0,3,6,1540,0,1964
1473,1,3,1.0,1710,1.5,0,4,7,1560,150,1928
1474,0,4,2.25,2100,2.0,0,3,8,2100,0,1978
1475,1,4,1.75,1730,1.0,0,4,8,1730,0,1965
1476,0,3,2.25,1500,2.0,0,3,7,1500,0,1986
1477,1,3,2.5,2380,2.0,0,3,9,2380,0,2003
1478,0,6,3.0,2180,2.0,0,3,7,2180,0,1980
1479,1,4,1.5,1840,2.0,0,3,8,1840,0,1907
1480,1,4,2.5,2341,2.0,0,3,9,2341,0,1997
1481,1,3,2.5,1690,2.0,0,3,7,1690,0,2002
1482,1,3,2.5,2490,2.0,0,3,8,2490,0,1993
1483,1,3,3.0,2440,2.0,0,3,9,2440,0,1992
1484,1,3,0.75,920,1.0,1,5,6,920,0,1950
1485,0,2,1.0,1030,1.0,0,3,6,1030,0,1956
1486,0,5,2.75,2000,1.0,0,3,7,1260,740,1994
1487,1,4,3.5,4210,2.0,0,3,9,4210,0,2001
1488,1,3,1.5,1610,1.0,0,3,7,1080,530,1977
1489,1,3,2.25,1910,1.0,0,4,8,1430,480,1977
1490,0,4,2.5,2660,2.0,0,3,8,2660,0,2004
1491,0,2,1.0,820,1.0,0,5,6,820,0,1922
1492,1,3,1.75,1730,1.0,0,3,8,1730,0,1988
1493,1,4,2.25,2360,2.0,0,3,8,2360,0,1979
1494,0,3,1.0,970,1.0,0,3,7,970,0,1956
1495,1,4,2.5,2460,2.0,0,3,8,2460,0,2004
1496,0,3,2.5,2690,2.0,0,3,9,2690,0,1987
1497,1,3,3.5,1820,2.0,0,3,8,1430,390,2014
1498,1,4,3.0,3470,2.0,0,3,9,2370,1100,2014
1499,1,4,2.75,3370,1.0,0,5,8,2110,1260,1977
1500,0,3,1.5,1700,1.0,0,3,7,1010,690,1970
1501,0,3,1.0,1340,1.0,0,4,7,1340,0,1978
1502,0,5,2.75,2000,2.0,0,4,7,2000,0,1968
1503,1,6,3.0,3840,1.5,0,3,8,2460,1380,1949
1504,1,5,2.5,3890,2.0,0,3,10,3890,0,1950
1505,0,4,2.0,1220,1.5,0,4,7,1220,0,1970
1506,1,3,1.0,2280,1.0,0,3,8,1250,1030,1936
1507,0,4,2.5,2770,1.0,0,4,7,1940,830,1979
1508,0,4,2.5,2520,2.0,0,3,9,2520,0,1990
1509,0,4,3.0,3060,2.0,0,3,8,3060,0,2001
1510,0,4,2.5,2390,2.0,0,3,9,2390,0,1999
1511,0,3,1.75,1320,1.0,0,3,8,1320,0,1978
1512,0,5,2.5,2900,1.0,0,3,8,1650,1250,1977
1513,0,2,1.0,700,1.0,0,3,6,700,0,1951
1514,0,3,2.5,2210,2.0,0,3,8,2210,0,1998
1515,1,3,2.25,2180,2.0,0,3,9,2180,0,1986
1516,0,3,2.25,2080,1.5,0,3,7,1550,530,2003
1517,1,4,2.25,2090,1.0,0,3,8,1490,600,1980
1518,1,3,2.0,1720,1.0,0,5,7,960,760,1941
1519,1,4,2.25,2460,1.0,0,5,8,2460,0,1968
1520,0,3,1.5,1470,1.0,0,4,7,1470,0,1958
1521,1,3,1.75,1650,1.5,0,3,8,1650,0,1901
1522,0,3,2.0,1690,1.0,0,3,8,1690,0,1997
1523,0,3,1.0,970,1.0,0,4,6,970,0,1962
1524,0,4,2.5,2030,1.0,0,4,7,1130,900,1972
1525,1,4,2.5,2540,1.0,0,3,10,2540,0,1984
1526,0,3,2.25,1570,1.0,0,4,7,1200,370,1983
1527,1,5,2.75,2580,2.0,0,4,8,1720,860,1967
1528,1,5,2.5,2090,1.0,0,3,8,1420,670,1966
1529,1,4,2.5,3260,2.0,0,3,9,3260,0,2003
1530,1,4,3.75,3830,2.0,0,4,11,3830,0,1990
1531,1,3,3.5,2130,2.0,0,5,8,1530,600,1908
1532,0,3,2.5,1690,2.0,0,3,8,1410,280,2013
1533,1,2,2.5,1780,2.0,0,5,9,1780,0,1974
1534,1,4,1.75,1620,1.0,0,4,7,1380,240,1947
1535,1,6,3.75,4210,2.0,0,3,9,3280,930,2008
1536,1,5,3.25,2980,2.5,0,3,9,2980,0,1998
1537,0,3,2.0,1490,1.0,0,4,8,1490,0,1977
1538,0,4,2.5,2110,2.0,0,3,8,2110,0,2000
1539,1,6,3.5,6563,2.0,0,3,10,5153,1410,2002
1540,0,3,1.5,1510,1.0,0,5,8,1510,0,1956
1541,0,3,1.75,1830,1.0,0,3,8,1590,240,1946
1542,0,2,1.0,1230,2.0,0,4,7,830,400,1948
1543,1,3,1.75,2180,1.0,0,5,8,1300,880,1947
1544,1,4,2.25,2220,1.0,0,4,8,1110,1110,1961
1545,0,4,2.25,1730,1.0,0,3,7,1730,0,1962
1546,0,4,2.25,1990,1.0,0,4,8,1990,0,1968
1547,1,3,2.75,1540,1.0,0,5,7,1210,330,1980
1548,0,2,1.0,1100,1.0,0,4,6,1100,0,1944
1549,1,4,1.75,1640,1.0,0,4,7,820,820,1912
1550,0,4,3.0,2590,2.0,0,3,8,2590,0,2001
1551,0,3,2.0,1450,2.0,0,4,7,1450,0,1972
1552,0,3,2.0,1180,1.0,0,4,7,1180,0,1992
1553,0,4,2.5,1820,1.0,0,3,7,1220,600,1975
1554,1,4,2.25,2360,2.0,0,4,10,2360,0,1968
1555,0,3,1.0,1120,1.0,0,4,7,1120,0,1972
1556,0,3,2.25,1646,2.0,0,3,7,1646,0,1994
1557,1,5,3.75,4210,2.0,0,3,10,4210,0,2004
1558,1,3,3.0,2480,1.0,0,4,8,1620,860,1976
1559,1,3,1.5,1590,1.0,0,3,8,1310,280,1952
1560,1,4,2.0,2130,1.5,0,5,7,1650,480,1919
1561,0,3,1.75,1650,1.0,0,4,7,1650,0,1967
1562,1,2,2.5,3090,1.0,0,4,10,2250,840,1979
1563,1,4,2.5,2180,2.0,0,3,8,1700,480,2002
1564,1,3,1.0,1800,1.0,0,3,7,1040,760,1947
1565,1,4,2.5,3720,2.0,0,3,10,3720,0,1983
1566,0,3,1.0,1100,1.0,0,3,6,1100,0,1961
1567,0,3,1.75,1530,1.0,0,3,7,1530,0,1987
1568,1,4,2.5,3010,2.0,0,3,9,3010,0,2005
1569,1,3,3.5,3500,2.0,0,3,10,3500,0,2008
1570,1,5,3.0,3100,2.0,0,3,7,3100,0,2006
1571,0,4,1.5,2000,1.0,0,4,7,1170,830,1962
1572,1,4,1.5,2290,1.0,0,3,7,1510,780,1965
1573,1,4,2.5,2400,1.0,0,3,7,1510,890,1967
1574,0,3,2.5,1850,2.0,0,3,8,1850,0,1999
1575,1,3,3.25,3680,2.0,0,3,9,2340,1340,1988
1576,0,3,1.0,1060,1.0,0,3,7,1060,0,1959
1577,0,3,1.0,1060,1.0,0,3,7,1060,0,1959
1578,0,3,1.0,1610,1.5,0,3,7,1610,0,1903
1579,1,3,1.75,2330,1.5,0,4,7,1630,700,1940
1580,0,2,1.0,1210,1.0,0,3,8,1060,150,1950
1581,0,4,1.0,1530,1.0,0,3,7,980,550,1925
1582,0,4,2.25,2270,1.0,0,4,7,1360,910,1979
1583,1,4,2.0,2590,2.0,0,4,10,2590,0,1930
1584,1,3,1.5,1850,1.0,0,4,8,1850,0,1953
1585,0,3,1.5,1500,1.5,0,4,6,1500,0,1933
1586,1,4,3.25,4740,2.0,0,3,11,4740,0,1990
1587,1,2,1.5,1710,1.0,0,5,7,1160,550,1951
1588,0,3,2.0,1920,1.0,0,4,8,1920,0,1972
1589,0,2,1.0,1150,1.0,0,3,7,1150,0,1954
1590,1,3,2.5,2320,2.0,0,3,8,2320,0,2004
1591,1,4,1.0,1420,1.5,0,3,7,1420,0,1950
1592,0,3,1.75,1550,1.0,0,3,7,1210,340,1988
1593,1,4,2.5,2920,1.0,0,3,8,1470,1450,1921
1594,1,3,1.75,1620,1.0,0,5,7,830,790,1945
1595,1,6,2.75,2300,1.5,0,4,9,2300,0,1950
1596,0,3,1.0,1070,1.0,0,3,7,1070,0,1989
1597,0,3,1.75,1790,1.0,0,3,7,1790,0,1913
1598,1,2,1.5,1510,2.0,0,4,8,1510,0,1985
1599,1,4,1.0,1340,1.5,0,3,7,1340,0,1914
1600,1,4,2.5,3350,2.0,0,3,10,3350,0,2004
1601,1,3,2.5,2500,2.0,0,4,10,1910,590,1993
1602,1,4,2.25,2350,1.0,0,2,7,1510,840,1952
1603,1,4,2.25,2550,2.0,0,3,9,2550,0,1987
1604,0,3,1.75,1320,1.0,0,4,7,1320,0,1968
1605,1,2,2.0,1270,1.0,0,4,6,610,660,1926
1606,1,5,2.5,3480,1.0,0,4,8,1980,1500,1972
1607,0,3,2.25,2820,2.0,0,3,8,2820,0,1986
1608,0,3,2.0,2110,1.5,0,5,6,1220,890,1955
1609,0,3,1.75,1100,1.0,0,3,7,1100,0,1981
1610,1,4,3.0,1920,1.5,0,4,8,1540,380,1931
1611,0,4,2.5,1890,1.0,0,3,7,1230,660,1978
1612,1,3,2.5,2530,2.0,0,3,8,1530,1000,1991
1613,1,4,2.5,2550,2.0,0,3,7,2550,0,2005
1614,0,3,1.0,1550,1.5,0,4,6,1550,0,1926
1615,0,3,2.0,1760,1.0,0,3,7,1760,0,1998
1616,0,3,2.0,1270,1.0,0,3,7,1270,0,1963
1617,0,3,2.75,1250,2.0,0,3,7,830,420,2006
1618,1,3,1.75,1620,1.0,0,4,8,1620,0,1961
1619,0,2,1.0,710,1.0,0,3,6,710,0,1942
1620,0,3,1.75,1070,1.0,0,3,7,1070,0,1994
1621,0,4,2.25,2320,1.0,0,4,8,1160,1160,1966
1622,1,4,3.25,5450,1.5,0,5,9,5450,0,1984
1623,1,4,2.5,1670,2.0,0,3,8,1670,0,1999
1624,1,3,2.75,3010,2.0,0,3,10,3010,0,2001
1625,0,2,1.75,1340,1.0,0,3,6,1340,0,1940
1626,0,2,1.0,790,1.0,0,3,7,790,0,1908
1627,1,4,3.5,3400,2.5,0,3,10,2790,610,2008
1628,1,2,1.0,1530,1.5,0,4,7,1530,0,1923
1629,0,1,1.0,930,1.0,0,3,6,930,0,1948
1630,0,3,1.5,1540,1.0,0,3,7,1010,530,1973
1631,1,4,2.0,1990,2.0,0,3,9,1990,0,1984
1632,1,3,1.75,2300,1.0,0,3,9,2300,0,1984
1633,0,3,1.5,1220,1.0,0,3,7,1220,0,1968
1634,0,3,1.75,2380,1.0,0,4,8,1190,1190,1956
1635,1,4,2.5,2020,1.0,0,5,7,1010,1010,1968
1636,0,3,2.25,1890,1.0,0,3,8,1890,0,1966
1637,0,2,1.75,1330,1.0,0,3,7,1330,0,1985
1638,0,3,1.75,1490,1.0,0,4,7,1190,300,1959
1639,1,5,3.5,3550,2.0,0,3,9,2550,1000,1998
1640,1,5,1.75,2040,1.0,0,4,7,1020,1020,1962
1641,1,4,2.5,2380,1.0,0,4,9,2380,0,1963
1642,1,3,2.25,1780,1.0,0,3,8,1450,330,1985
1643,0,3,2.5,1650,2.0,0,3,7,1650,0,2004
1644,0,3,1.0,1510,1.0,0,3,7,1510,0,1974
1645,1,2,1.0,1100,1.0,0,4,7,1100,0,1941
1646,0,3,1.75,2190,2.0,0,4,8,2190,0,1978
1647,1,2,1.75,1760,1.5,0,3,6,1040,720,1912
1648,0,4,1.5,1800,1.0,0,3,7,1330,470,1966
1649,1,4,2.0,2000,2.0,0,4,6,1860,140,1949
1650,0,3,1.0,990,1.0,0,5,7,990,0,1960
1651,0,2,1.5,1480,1.0,0,3,7,1480,0,1949
1652,0,2,1.0,1200,1.0,0,5,7,1200,0,1941
1653,0,1,2.0,3000,2.5,0,3,8,3000,0,1979
1654,0,4,2.5,3504,2.0,0,3,7,3504,0,2006
1655,0,3,1.5,1300,1.0,0,3,7,1300,0,1963
1656,0,4,2.0,1330,1.5,0,3,7,1330,0,1928
1657,0,4,1.75,1850,1.0,0,4,7,1120,730,1958
1658,0,4,2.5,2240,2.0,0,3,9,2240,0,1989
1659,0,3,3.0,1260,2.0,0,3,7,1040,220,2003
1660,1,8,5.0,2800,2.0,0,3,8,1880,920,1997
1661,0,4,1.75,1820,1.0,0,4,7,1820,0,1969
1662,1,3,2.5,1730,3.0,1,3,8,1730,0,1996
1663,1,4,2.5,3350,2.0,0,4,9,3350,0,1985
1664,1,3,2.5,3370,2.0,0,4,8,2840,530,1912
1665,1,3,1.75,1240,1.5,0,5,7,1240,0,1926
1666,0,4,2.0,2340,1.5,0,4,6,2340,0,1959
1667,0,5,2.0,1880,1.0,0,3,7,940,940,1952
1668,1,3,2.0,1810,1.0,0,3,7,1010,800,1922
1669,0,3,1.75,2340,1.0,0,4,6,1200,1140,1941
1670,1,4,1.5,2820,2.0,0,3,7,2820,0,1911
1671,0,3,1.0,1020,1.0,0,3,7,1020,0,1940
1672,0,3,2.25,2090,1.0,0,4,7,1290,800,1979
1673,0,4,2.25,1830,2.0,0,4,7,1830,0,1991
1674,1,6,2.75,2980,1.5,0,3,7,2480,500,1916
1675,0,4,1.5,1600,1.0,0,4,7,1600,0,1959
1676,1,4,3.5,4440,2.0,0,5,10,3140,1300,1922
1677,0,3,1.0,1200,1.0,0,3,7,1200,0,1959
1678,0,3,1.25,1230,1.5,0,4,7,1230,0,1913
1679,0,5,3.0,2930,1.0,0,3,7,1750,1180,1951
1680,1,3,2.25,2370,1.0,0,3,8,1930,440,1978
1681,1,4,2.5,3040,2.0,0,3,9,3040,0,2001
1682,0,3,1.5,1610,1.0,0,3,7,1060,550,1970
1683,1,3,2.25,2350,1.0,0,3,8,1390,960,1977
1684,1,3,1.75,2000,1.0,0,4,8,2000,0,1958
1685,1,4,3.5,3530,2.0,0,3,10,2570,960,1987
1686,1,3,2.25,2220,2.0,0,3,8,2220,0,1987
1687,0,3,1.75,2000,1.0,0,4,6,2000,0,1961
1688,1,2,1.75,1210,1.5,0,5,7,1210,0,1950
1689,1,2,2.5,1140,3.0,0,3,8,1140,0,2007
1690,1,4,2.5,2440,2.0,0,3,8,2440,0,2002
1691,0,3,2.0,1560,1.0,0,3,6,1560,0,1992
1692,1,4,2.5,3210,2.0,0,3,10,3210,0,1993
1693,0,2,1.0,930,1.0,0,3,7,930,0,1981
1694,0,3,2.5,1782,3.0,0,3,7,1782,0,2000
1695,0,3,1.75,1740,1.0,0,4,7,1740,0,1980
1696,0,5,1.75,3690,1.0,0,3,9,1890,1800,1985
1697,1,4,2.5,2930,2.0,0,3,9,2930,0,1998
1698,0,4,1.0,1230,1.5,0,3,7,1230,0,1963
1699,1,3,2.0,2000,2.0,0,3,7,2000,0,1916
1700,0,3,2.25,1520,1.0,0,3,7,1160,360,1988
1701,1,2,1.0,1040,1.0,0,4,7,1040,0,1919
1702,0,4,1.5,1120,1.0,0,3,6,1120,0,1969
1703,1,3,1.75,3020,2.0,0,3,8,3020,0,1992
1704,1,3,2.25,1820,2.0,0,3,8,1820,0,1978
1705,0,3,1.0,1370,1.0,0,3,7,1370,0,1942
1706,1,4,3.0,3130,2.5,0,5,9,2290,840,1906
1707,0,3,1.5,1640,1.0,0,3,7,1290,350,1958
1708,0,4,2.5,2650,2.0,0,3,9,2650,0,2001
1709,1,4,2.5,2850,2.0,0,3,9,2850,0,2003
1710,1,3,2.5,1820,1.0,0,4,7,1220,600,1955
1711,0,3,1.5,1180,1.0,0,4,7,1180,0,1977
1712,1,6,2.5,1880,1.0,0,5,7,1640,240,1955
1713,0,3,1.75,1280,1.0,0,4,7,1280,0,1977
1714,1,4,3.25,3120,2.0,0,3,9,2370,750,2005
1715,0,3,2.5,2470,2.0,0,3,8,2470,0,2003
1716,1,3,1.0,1700,1.5,0,4,8,1700,0,1906
1717,0,2,2.0,1180,1.0,0,4,6,590,590,1945
1718,0,6,2.5,2800,1.0,0,3,7,1400,1400,1968
1719,1,4,1.0,1300,1.0,0,4,6,1300,0,1920
1720,1,5,3.0,3040,1.0,0,5,9,1970,1070,1968
1721,0,3,2.5,1630,2.0,0,3,8,1630,0,1987
1722,0,3,1.0,1340,1.0,0,5,7,1340,0,1960
1723,0,3,1.75,1830,1.0,0,4,7,1430,400,1966
1724,0,3,1.0,1240,1.0,0,5,7,1240,0,1959
1725,0,4,2.0,2500,1.0,0,3,7,1540,960,1972
1726,0,3,1.75,1760,1.0,0,4,8,1760,0,1966
1727,0,3,2.0,2660,1.0,0,3,9,2210,450,1990
1728,0,3,1.5,2060,1.5,0,3,6,2060,0,1903
1729,1,5,2.5,2540,2.0,0,5,8,1760,780,1929
1730,1,5,4.25,4830,2.0,0,3,10,3720,1110,2014
1731,0,3,1.75,1400,1.0,0,4,7,700,700,1919
1732,1,4,3.25,4280,2.0,0,4,11,4280,0,1984
1733,1,4,2.5,2230,1.0,0,5,7,1450,780,1974
1734,0,1,1.0,680,1.0,0,1,6,680,0,1910
1735,0,4,2.5,2340,2.0,0,3,8,2340,0,2008
1736,0,3,2.25,2070,2.0,0,3,7,2070,0,1989
1737,0,4,2.0,1910,1.0,0,4,6,910,1000,1919
1738,1,3,1.0,950,1.5,0,5,6,950,0,1948
1739,1,5,2.75,2910,1.0,0,5,7,1510,1400,1979
1740,1,3,2.5,2930,2.0,0,3,9,2930,0,2000
1741,0,4,2.75,2610,2.0,0,4,8,2610,0,1990
1742,0,5,3.0,3880,2.0,0,3,7,3880,0,2004
1743,1,4,2.25,3320,2.0,0,4,8,2000,1320,1986
1744,1,5,1.5,1940,2.0,0,3,8,1940,0,1905
1745,1,4,2.25,2510,2.0,0,3,9,2510,0,1978
1746,1,4,2.5,2660,2.0,0,3,9,2660,0,2003
1747,0,3,2.0,1710,1.0,0,5,7,1710,0,1952
1748,1,2,1.0,1320,1.0,0,3,6,1320,0,1912
1749,0,2,1.0,960,1.0,0,3,6,960,0,1947
1750,0,3,2.5,1790,1.0,0,5,7,1190,600,1969
1751,1,2,1.0,950,1.0,0,3,6,810,140,1925
1752,1,6,3.75,2940,2.0,0,3,7,2940,0,1942
1753,0,2,2.0,930,1.0,0,3,7,670,260,2002
1754,1,3,2.5,4570,2.0,0,3,12,4570,0,1991
1755,1,3,2.5,2370,1.0,0,4,8,1570,800,1952
1756,1,5,2.75,3430,2.0,0,3,10,3430,0,1998
1757,1,4,3.5,3540,2.0,0,3,10,3540,0,2003
1758,1,3,2.25,2240,2.0,0,3,9,2240,0,1984
1759,1,4,2.5,2710,1.0,0,3,8,1700,1010,1968
1760,1,3,2.5,2660,2.0,0,3,8,2660,0,2014
1761,1,5,2.75,2540,1.0,0,4,8,1540,1000,1955
1762,1,4,2.25,2210,2.0,0,4,8,2210,0,1968
1763,1,4,4.0,3570,2.0,0,3,10,2860,710,2015
1764,1,4,2.5,3450,2.0,0,3,9,3450,0,1997
1765,0,4,1.75,2330,1.0,0,4,8,2330,0,1968
1766,1,4,2.0,1690,1.5,0,3,7,1550,140,1901
1767,0,3,1.5,1030,1.0,0,4,7,1030,0,1967
1768,1,5,2.75,2560,1.5,0,3,8,2220,340,1923
1769,0,4,2.5,1950,2.0,0,3,7,1950,0,2002
1770,1,4,2.25,4370,2.5,0,4,10,3670,700,1907
1771,0,4,2.5,2350,2.5,0,3,7,2350,0,1999
1772,1,4,2.5,3160,1.0,0,4,7,1880,1280,1969
1773,0,4,2.5,2430,2.0,0,3,8,2430,0,1990
1774,0,3,1.0,1340,1.0,0,3,5,1340,0,1953
1775,0,3,1.0,1010,1.0,0,3,6,1010,0,1979
1776,0,3,2.25,1770,1.0,0,3,8,1330,440,1981
1777,0,3,2.0,1210,1.0,0,3,7,1210,0,2003
1778,1,4,3.25,3330,1.0,0,3,9,1750,1580,1969
1779,0,3,1.0,1240,1.0,0,4,7,1060,180,1940
1780,1,3,1.0,1250,1.5,0,4,7,1150,100,1900
1781,1,4,2.5,2960,2.0,0,3,10,2960,0,1985
1782,0,2,1.0,840,1.0,0,3,6,840,0,1994
1783,0,3,1.75,1530,1.0,0,3,7,1200,330,1967
1784,1,4,3.0,3750,2.0,0,3,10,3750,0,1976
1785,0,4,2.25,2150,1.0,0,4,7,1240,910,1978
1786,1,4,3.25,1560,1.0,0,3,7,1560,0,1916
1787,1,3,1.75,2040,1.0,0,3,7,1410,630,1958
1788,0,2,1.0,860,1.0,0,3,6,860,0,1915
1789,0,3,1.5,1720,1.5,0,4,7,1720,0,1952
1790,0,4,2.25,2090,2.0,0,3,7,2090,0,1975
1791,1,4,2.25,2130,2.0,0,4,8,2130,0,1977
1792,0,2,1.0,1300,1.5,0,4,6,1300,0,1975
1793,0,2,1.75,1220,1.0,0,3,6,1220,0,1972
1794,1,4,3.0,2420,1.5,0,3,7,1520,900,1919
1795,1,4,2.5,2940,2.0,0,3,9,1870,1070,1996
1796,1,3,2.5,2610,2.0,0,3,9,2610,0,1997
1797,0,4,2.0,1880,1.0,0,5,6,980,900,1946
1798,1,4,2.75,2330,1.5,0,3,7,1710,620,1983
1799,1,4,2.5,2200,2.0,0,3,7,2060,140,1994
1800,0,4,2.0,1720,1.0,0,3,7,1720,0,1959
1801,1,3,2.5,2250,2.0,0,3,9,2250,0,1987
1802,1,4,1.0,1640,1.5,0,5,6,1640,0,1907
1803,1,4,3.25,4130,2.0,0,3,11,4130,0,2001
1804,0,5,2.5,2600,2.0,0,3,7,2600,0,2005
1805,0,4,1.5,1920,1.0,0,3,8,1920,0,1955
1806,1,3,2.0,2060,1.0,0,4,9,2060,0,1988
1807,1,4,4.25,5710,2.0,0,3,11,5710,0,2007
1808,1,4,3.0,2720,2.0,0,3,8,2720,0,1975
1809,0,3,1.5,1490,1.0,0,3,7,1090,400,1974
1810,1,3,2.5,2360,1.0,0,5,7,1340,1020,1929
1811,0,5,1.0,1940,1.0,0,3,7,1940,0,1957
1812,0,4,2.25,2570,2.0,0,3,8,2570,0,1980
1813,1,3,1.0,1160,1.0,0,3,7,1160,0,1938
1814,1,3,2.5,2660,1.0,0,3,8,2660,0,1989
1815,1,3,2.25,1260,2.0,0,3,7,1260,0,2003
1816,1,4,2.25,1780,1.0,0,3,8,1310,470,1951
1817,1,4,2.25,3180,2.0,0,3,10,3180,0,1905
1818,1,4,2.5,3380,2.0,0,3,10,3380,0,1966
1819,1,4,2.25,2690,2.0,0,3,9,1890,800,1978
1820,0,2,1.0,1180,1.0,0,4,6,1180,0,1949
1821,0,3,1.0,1660,1.0,0,4,7,1160,500,1978
1822,1,4,2.5,2260,2.0,0,3,7,2260,0,2001
1823,1,5,1.75,1910,1.0,0,3,8,1390,520,1954
1824,0,4,2.0,2430,1.0,0,3,7,1430,1000,1960
1825,1,2,2.0,1300,1.0,0,4,7,770,530,1926
1826,1,3,1.0,1060,1.0,0,3,7,910,150,1950
1827,0,3,2.25,2200,2.0,0,3,8,2200,0,1981
1828,1,4,1.75,1720,1.5,0,5,7,1040,680,1929
1829,1,3,1.75,2360,1.0,0,4,7,1180,1180,1950
1830,0,2,1.0,820,1.0,0,3,6,820,0,1951
1831,1,2,1.0,1030,1.0,0,3,7,1030,0,1924
1832,1,4,1.75,2030,2.0,0,4,9,1730,300,1939
1833,1,5,3.5,2700,1.5,0,4,6,1950,750,1948
1834,0,2,1.75,1100,1.0,0,3,6,1100,0,1980
1835,1,4,3.25,3620,2.0,0,4,11,2350,1270,1927
1836,0,3,1.75,1340,1.0,0,3,7,1340,0,1980
1837,0,3,1.75,1790,1.0,0,3,7,1040,750,1960
1838,1,4,2.5,3830,1.0,0,4,9,2030,1800,1969
1839,0,3,1.5,1580,1.0,0,4,7,1080,500,1976
1840,1,2,1.0,2020,1.0,0,4,7,1700,320,1947
1841,1,4,2.5,3330,2.0,0,3,10,3330,0,1995
1842,1,4,2.5,2610,1.5,0,5,7,1610,1000,1927
1843,1,4,2.75,2610,1.0,0,4,8,1760,850,1978
1844,1,3,2.5,1740,3.0,0,3,8,1740,0,2008
1845,0,3,2.0,1840,1.0,0,3,8,1840,0,1990
1846,1,3,1.75,1080,1.0,0,4,7,880,200,1926
1847,1,4,1.75,1240,1.5,0,4,7,1240,0,1944
1848,1,5,4.5,5620,3.0,0,3,11,4700,920,1999
1849,0,2,1.0,1170,1.0,0,3,6,1170,0,1911
1850,0,4,2.25,1760,2.0,0,3,7,1760,0,1987
1851,1,4,2.5,2230,1.0,0,4,8,1400,830,1962
1852,0,3,1.75,1520,1.0,0,4,7,1140,380,1972
1853,0,2,1.0,1450,1.0,0,3,7,850,600,1950
1854,0,3,2.5,1600,1.0,0,3,7,940,660,1983
1855,0,5,2.5,3220,2.0,0,3,8,3220,0,2002
1856,0,4,2.5,1830,2.0,0,3,7,1830,0,2003
1857,1,4,2.25,2200,1.0,0,4,8,1430,770,1971
1858,1,2,2.5,2170,1.0,0,3,8,2170,0,2008
1859,1,5,2.5,1900,2.0,0,5,7,1900,0,1966
1860,1,5,2.5,2960,1.0,0,4,7,1480,1480,1960
1861,0,2,1.75,1710,2.0,0,3,7,1330,380,1920
1862,1,4,2.25,2620,1.0,0,3,9,1430,1190,1984
1863,1,3,2.0,2140,2.0,0,3,8,1680,460,1911
1864,0,4,2.5,2100,1.5,0,3,6,2100,0,1914
1865,0,4,2.5,2100,1.5,0,3,6,2100,0,1914
1866,1,3,2.5,1460,1.0,0,4,8,1150,310,1988
1867,0,2,1.0,990,1.0,0,3,7,990,0,1955
1868,0,4,2.25,2190,1.0,0,5,7,1340,850,1969
1869,1,5,3.5,3990,2.0,0,3,9,2710,1280,2002
1870,1,3,2.5,2340,2.0,0,3,9,2340,0,1998
1871,0,4,2.0,2460,1.0,0,4,7,1230,1230,1948
1872,0,5,3.0,2080,1.0,0,3,7,1040,1040,1950
1873,1,3,2.0,1700,2.0,0,3,7,1700,0,1927
1874,0,3,1.5,1330,1.0,0,4,7,1330,0,1952
1875,0,3,2.5,1630,1.0,0,3,7,1630,0,1994
1876,1,5,2.75,2920,1.0,0,5,8,1660,1260,1968
1877,1,5,2.75,2830,2.0,0,3,9,2830,0,2010
1878,1,4,2.25,3190,2.0,0,4,10,3190,0,1980
1879,1,3,1.75,1490,2.0,0,3,8,1490,0,1984
1880,0,3,2.5,1630,2.0,0,3,8,1630,0,1999
1881,0,4,2.5,2280,2.0,0,3,7,2280,0,2003
1882,1,6,3.75,3010,2.0,0,3,9,2000,1010,2014
1883,0,3,2.5,1590,2.0,0,3,7,1590,0,2004
1884,0,3,1.0,1250,1.0,0,4,7,1250,0,1968
1885,0,3,1.0,1710,1.0,0,3,6,1310,400,1949
1886,1,4,4.0,3280,2.0,0,3,10,3280,0,2007
1887,0,4,2.5,3362,2.0,0,3,8,3362,0,2004
1888,1,3,2.5,2200,2.0,0,3,9,2200,0,1978
1889,0,2,1.5,830,2.0,0,3,7,830,0,2005
1890,1,3,2.25,2160,1.5,0,4,7,1760,400,1933
1891,0,4,3.0,2580,2.0,0,3,8,2580,0,1998
1892,0,3,1.0,2150,1.0,0,3,6,2150,0,1954
1893,1,4,2.5,3510,2.0,0,3,10,3510,0,1988
1894,1,4,3.75,3810,2.0,0,3,11,3810,0,1989
1895,1,4,2.75,2020,1.0,0,3,8,1010,1010,1917
1896,1,4,2.5,2120,1.0,0,4,7,1620,500,1960
1897,0,3,1.0,1250,1.0,0,3,7,1250,0,1944
1898,0,3,1.0,980,1.0,0,3,7,980,0,1968
1899,0,4,1.5,1250,1.0,0,3,7,960,290,1951
1900,0,4,1.0,1100,1.5,0,5,6,1100,0,1904
1901,0,3,1.75,1330,1.0,0,5,6,710,620,1936
1902,1,4,2.75,2560,1.0,0,4,7,1500,1060,1968
1903,1,4,2.5,1850,1.5,0,3,7,1210,640,1981
1904,1,4,3.0,2790,2.0,0,3,8,1880,910,1905
1905,1,4,1.0,1660,1.5,0,3,7,1260,400,1930
